date,s1_equity,s2_equity,cycle_reentry_trigger,gdp_reentry_boost,soft_landing_reentry,soft_landing_regime,fixed_bond_mode,long_bond_share,gold_mode,bottom_tilt,fed_unemployment_bear_cross,cpi_yoy,real_10y,gdp_yoy,gdp_mom,sp_drawdown,unemployment_26w_change,shiller_fallback_stress,inflation_tightening_regime,stagflation_regime,confirmed_expansion_regime,oil_regime,oil_strong_regime,oil_momentum_26w,s3_equity,s3_bond,s3_raw_equity,s3_raw_bond,pe_branch,forward_pe_proxy
1954-11-26,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.80681230473213
1954-12-03,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.88985652096787
1954-12-10,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.97290073720361
1954-12-17,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.055944953439349
1954-12-24,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.138989169675089
1954-12-31,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.7999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.138989169675089
1955-01-07,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,2.8565961103930393,0.0,-0.8999999999999995,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.124607421577771
1955-01-14,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.8999999999999995,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.110225673480453
1955-01-21,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.8999999999999995,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.095843925383138
1955-01-28,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.8999999999999995,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.08146217728582
1955-02-04,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.2999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.114171370507819
1955-02-11,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.2999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.146880563729821
1955-02-18,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.2999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.17958975695182
1955-02-25,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.2999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.212298950173821
1955-03-04,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.007882576787170414,-1.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.123426395582548
1955-03-11,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.007882576787170414,-1.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.034553840991276
1955-03-18,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.007882576787170414,-1.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.945681286400003
1955-03-25,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.007882576787170414,-1.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.85680873180873
1955-04-01,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,1.627544983921192,0.0,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.87189970398102
1955-04-08,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.886990676153308
1955-04-15,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.902081648325598
1955-04-22,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.917172620497889
1955-04-29,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.917172620497889
1955-05-06,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.004237288135593098,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.822497918731838
1955-05-13,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.004237288135593098,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.727823216965785
1955-05-20,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.004237288135593098,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.633148515199732
1955-05-27,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,-0.004237288135593098,-1.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.538473813433681
1955-06-03,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.7999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.62357585696967
1955-06-10,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.7999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.70867790050566
1955-06-17,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.7999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.793779944041649
1955-06-24,0.8,0.8,,False,False,False,False,0.0,False,True,False,,,,0.0,0.0,-0.7999999999999998,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.878881987577639
1955-07-01,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.37230081906179935,3.2723008190617993,8.015915391937867,1.3508213595838425,0.0,-1.0,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.025162386666695
1955-07-08,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.37230081906179935,3.2723008190617993,8.015915391937867,0.0,0.0,-0.9000000000000004,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.171442785755751
1955-07-15,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.37230081906179935,3.2723008190617993,8.015915391937867,0.0,0.0,-0.9000000000000004,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.317723184844807
1955-07-22,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.37230081906179935,3.2723008190617993,8.015915391937867,0.0,0.0,-0.9000000000000004,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.464003583933865
1955-07-29,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.37230081906179935,3.2723008190617993,8.015915391937867,0.0,0.0,-0.9000000000000004,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.464003583933865
1955-08-05,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.484171322160154,3.454171322160154,8.015915391937867,0.0,-0.0060904193019442054,-0.5,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.377559855944062
1955-08-12,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.484171322160154,3.454171322160154,8.015915391937867,0.0,-0.0060904193019442054,-0.5,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.291116127954261
1955-08-19,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.484171322160154,3.454171322160154,8.015915391937867,0.0,-0.0060904193019442054,-0.5,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.204672399964458
1955-08-26,0.8,0.8,,False,False,True,False,0.0,False,True,False,-0.484171322160154,3.454171322160154,8.015915391937867,0.0,-0.0060904193019442054,-0.5,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.118228671974657
1955-09-02,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.14919806042521522,2.820801939574785,8.015915391937867,0.0,0.0,-0.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.187117389490833
1955-09-09,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.14919806042521522,2.820801939574785,8.015915391937867,0.0,0.0,-0.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.256006107007007
1955-09-16,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.14919806042521522,2.820801939574785,8.015915391937867,0.0,0.0,-0.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.32489482452318
1955-09-23,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.14919806042521522,2.820801939574785,8.015915391937867,0.0,0.0,-0.5,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.393783542039357
1955-09-30,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.48652694610780145,2.4834730538921987,5.942655605389713,0.0,0.0,-0.6000000000000005,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.393783542039357
1955-10-07,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.37425149700598404,2.505748502994016,6.579017260658704,0.600666135498118,-0.05029318899413626,-0.40000000000000036,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.187507986199847
1955-10-14,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.37425149700598404,2.505748502994016,6.579017260658704,0.0,-0.05029318899413626,-0.40000000000000036,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.981232430360336
1955-10-21,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.37425149700598404,2.505748502994016,6.579017260658704,0.0,-0.05029318899413626,-0.40000000000000036,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.774956874520827
1955-10-28,0.8,0.8,,False,False,False,False,0.0,False,True,False,0.37425149700598404,2.505748502994016,6.579017260658704,0.0,-0.05029318899413626,-0.40000000000000036,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.568681318681318
1955-11-04,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37341299477220424,2.516587005227796,6.579017260658704,0.0,0.0,-0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.71170437708359
1955-11-11,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37341299477220424,2.516587005227796,6.579017260658704,0.0,0.0,-0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.854727435485861
1955-11-18,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37341299477220424,2.516587005227796,6.579017260658704,0.0,0.0,-0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.997750493888134
1955-11-25,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37341299477220424,2.516587005227796,6.579017260658704,0.0,0.0,-0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.140773552290407
1955-12-02,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37355248412402897,2.586447515875971,6.579017260658704,0.0,0.0,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.118356407311726
1955-12-09,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37355248412402897,2.586447515875971,6.579017260658704,0.0,0.0,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.095939262333047
1955-12-16,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37355248412402897,2.586447515875971,6.579017260658704,0.0,0.0,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.073522117354369
1955-12-23,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37355248412402897,2.586447515875971,6.579017260658704,0.0,0.0,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.05110497237569
1955-12-30,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.37355248412402897,2.586447515875971,6.579017260658704,0.0,0.0,0.20000000000000018,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.05110497237569
1956-01-06,0.8,0.8,,False,False,False,True,0.5,False,True,False,0.22413149047439962,2.6758685095256003,3.2169536928957188,-0.38804268789048857,-0.0268900154286974,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.951317881851192
1956-01-13,0.8,0.8,,False,False,False,True,0.5,False,True,False,0.22413149047439962,2.6758685095256003,3.2169536928957188,0.0,-0.0268900154286974,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.851530791326699
1956-01-20,0.8,0.8,,False,False,False,True,0.5,False,True,False,0.22413149047439962,2.6758685095256003,3.2169536928957188,0.0,-0.0268900154286974,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.751743700802201
1956-01-27,0.8,0.8,,False,False,False,True,0.5,False,True,False,0.22413149047439962,2.6758685095256003,3.2169536928957188,0.0,-0.0268900154286974,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.651956610277706
1956-02-03,0.8,0.8,,False,False,True,True,0.5,False,True,False,0.1491424310216205,2.6908575689783794,3.2169536928957188,0.0,-0.020718536477848715,-0.30000000000000027,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,11.651770753761227
1956-02-10,0.8,0.8,,False,False,True,True,0.5,False,True,False,0.1491424310216205,2.6908575689783794,3.2169536928957188,0.0,-0.020718536477848715,-0.30000000000000027,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,11.65158489724475
1956-02-17,0.8,0.8,,False,False,True,True,0.5,False,True,False,0.1491424310216205,2.6908575689783794,3.2169536928957188,0.0,-0.020718536477848715,-0.30000000000000027,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,11.651399040728268
1956-02-24,0.8,0.8,,False,False,True,True,0.5,False,True,False,0.1491424310216205,2.6908575689783794,3.2169536928957188,0.0,-0.020718536477848715,-0.30000000000000027,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,11.651213184211791
1956-03-02,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.3732736095558131,2.586726390444187,3.2169536928957188,0.0,0.0,0.10000000000000053,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.832140344694178
1956-03-09,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.3732736095558131,2.586726390444187,3.2169536928957188,0.0,0.0,0.10000000000000053,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.013067505176565
1956-03-16,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.3732736095558131,2.586726390444187,3.2169536928957188,0.0,0.0,0.10000000000000053,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.193994665658952
1956-03-23,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.3732736095558131,2.586726390444187,3.2169536928957188,0.0,0.0,0.10000000000000053,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.374921826141339
1956-03-30,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.3732736095558131,2.586726390444187,1.5639546436214902,0.0,0.0,0.10000000000000053,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.374921826141339
1956-04-06,0.8,0.8,,False,False,True,False,0.25,False,True,False,0.5225830533781339,2.6574169466218662,2.403458081833021,0.8265761619437484,0.0,-0.2999999999999998,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.43706043223736
1956-04-13,0.8,0.8,,False,False,True,False,0.25,False,True,False,0.5225830533781339,2.6574169466218662,2.403458081833021,0.0,0.0,-0.2999999999999998,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.499199038333384
1956-04-20,0.8,0.8,,False,False,True,False,0.25,False,True,False,0.5225830533781339,2.6574169466218662,2.403458081833021,0.0,0.0,-0.2999999999999998,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.561337644429404
1956-04-27,0.8,0.8,,False,False,True,False,0.25,False,True,False,0.5225830533781339,2.6574169466218662,2.403458081833021,0.0,0.0,-0.2999999999999998,False,False,False,True,False,False,,0.9,0.1,0.9,0.1,rising,12.623476250525428
1956-05-04,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.9712364587224576,2.0987635412775423,2.403458081833021,0.0,-0.03142559833506764,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.549563110759086
1956-05-11,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.9712364587224576,2.0987635412775423,2.403458081833021,0.0,-0.03142559833506764,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.475649970992741
1956-05-18,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.9712364587224576,2.0987635412775423,2.403458081833021,0.0,-0.03142559833506764,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.401736831226398
1956-05-25,0.8,0.8,,False,False,False,False,0.25,False,True,False,0.9712364587224576,2.0987635412775423,2.403458081833021,0.0,-0.03142559833506764,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.327823691460056
1956-06-01,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.647323099962561,1.352676900037439,2.403458081833021,0.0,-0.037044745057231876,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.335477811330083
1956-06-08,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.647323099962561,1.352676900037439,2.403458081833021,0.0,-0.037044745057231876,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.343131931200112
1956-06-15,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.647323099962561,1.352676900037439,2.403458081833021,0.0,-0.037044745057231876,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,12.350786051070141
1956-06-22,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.647323099962561,1.352676900037439,2.403458081833021,0.0,-0.037044745057231876,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.991876267564827
1956-06-29,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.457399103139001,1.542600896860999,1.0386069970903522,0.0,-0.037044745057231876,0.09999999999999964,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.625312364189483
1956-07-06,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.9805680119581393,1.1294319880418606,0.9479719442729406,-0.08970338716173254,0.0,0.40000000000000036,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.444170086258685
1956-07-13,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.9805680119581393,1.1294319880418606,0.9479719442729406,0.0,0.0,0.40000000000000036,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.263027808327884
1956-07-20,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.9805680119581393,1.1294319880418606,0.9479719442729406,0.0,0.0,0.40000000000000036,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.448449433772431
1956-07-27,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.9805680119581393,1.1294319880418606,0.9479719442729406,0.0,0.0,0.40000000000000036,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.633871059216977
1956-08-03,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.208083832335328,1.121916167664672,0.9479719442729406,0.0,-0.0059450594505945364,0.19999999999999973,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.655050248573165
1956-08-10,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.208083832335328,1.121916167664672,0.9479719442729406,0.0,-0.0059450594505945364,0.19999999999999973,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.676229437929354
1956-08-17,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.208083832335328,1.121916167664672,0.9479719442729406,0.0,-0.0059450594505945364,0.19999999999999973,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.69740862728554
1956-08-24,0.8,0.8,,False,False,False,False,0.0,False,True,False,2.208083832335328,1.121916167664672,0.9479719442729406,0.0,-0.0059450594505945364,0.19999999999999973,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.718587816641728
1956-08-31,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.713221601489745,1.616778398510255,0.9479719442729406,0.0,-0.0059450594505945364,-0.10000000000000053,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.718587816641728
1956-09-07,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.862197392923659,1.5178026070763408,0.9479719442729406,0.0,-0.039770397703976945,-0.30000000000000027,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.657070577382836
1956-09-14,0.8,0.8,,False,False,False,False,0.0,False,True,False,1.862197392923659,1.5178026070763408,0.9479719442729406,0.0,-0.039770397703976945,-0.30000000000000027,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.595553338123942
1956-09-21,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.862197392923659,1.5178026070763408,0.9479719442729406,0.0,-0.039770397703976945,-0.30000000000000027,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.534036098865048
1956-09-28,0.8,0.8,,False,False,False,False,0.25,False,True,False,1.862197392923659,1.5178026070763408,0.9479719442729406,0.0,-0.039770397703976945,-0.30000000000000027,True,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.472518859606154
1956-10-05,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.572706935123037,0.7672930648769629,1.9968256280694208,1.645911297301339,-0.05207052070520701,-0.10000000000000009,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.449486817449175
1956-10-12,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.572706935123037,0.7672930648769629,1.9968256280694208,0.0,-0.05207052070520701,-0.10000000000000009,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.426454775292196
1956-10-19,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.572706935123037,0.7672930648769629,1.9968256280694208,0.0,-0.05207052070520701,-0.10000000000000009,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.40342273313522
1956-10-26,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.572706935123037,0.7672930648769629,1.9968256280694208,0.0,-0.05207052070520701,-0.10000000000000009,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.38039069097824
1956-11-02,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.34375,1.1462500000000002,1.9968256280694208,0.0,-0.06191061910619111,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.364545690430678
1956-11-09,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.34375,1.1462500000000002,1.9968256280694208,0.0,-0.06191061910619111,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.348700689883117
1956-11-16,0.8,0.8,,False,False,False,False,0.25,False,True,False,2.34375,1.1462500000000002,1.9968256280694208,0.0,-0.06191061910619111,0.0,False,False,False,False,False,False,,0.9,0.1,0.9,0.1,rising,11.332855689335553
